claimID,policyID,claimAmount,claimDate,claimStatus,description,payoutDate
CL22162,P17858,12666,2024-03-06,Closed,White bring expect wait.,2023-10-13
CL22163,P12219,1695,2025-05-24,Closed,Their interview soon provide.,2024-04-04
CL22164,P15657,5821,2024-06-25,Closed,Well along.,2025-04-03
CL22165,P16658,18898,2024-10-26,Rejected,Happy weight commercial accept.,
CL22166,P16573,16333,2023-08-21,Rejected,Memory month step whom.,
CL22167,P15441,6412,2024-06-15,Rejected,It generation.,
CL22168,P13282,14281,2025-05-02,Rejected,Space relationship total talk book.,
CL22169,P16426,9957,2023-10-12,Rejected,Blue degree less whole.,
CL22170,P11473,13109,2025-05-16,Closed,Member memory white wide.,2024-11-11
CL22171,P10721,18057,2023-03-16,Open,Successful hospital relationship.,
CL22172,P17595,13887,2024-09-04,Closed,Hand control into.,2023-10-19
CL22173,P16165,1749,2024-07-24,Closed,Back marriage inside.,2023-12-09
CL22174,P10920,6797,2024-10-17,Open,Community worker.,
CL22175,P16621,13845,2024-02-06,Open,Describe start identify position theory.,
CL22176,P17755,13989,2023-10-22,Rejected,Serious everybody girl up.,
CL22177,P10034,9933,2024-06-07,Closed,Mother by rate debate.,2023-07-23
CL22178,P14218,4543,2023-04-03,Open,Serious rate light suggest sea.,
CL22179,P16155,12936,2022-12-13,Closed,Child capital.,2024-12-09
CL22180,P16446,13057,2023-02-25,Closed,Garden hard support word.,2025-05-19
CL22181,P12727,1629,2024-08-14,Rejected,Investment fine anyone ever pull.,
CL22182,P11307,7421,2022-10-22,Open,Media score himself.,
CL22183,P16496,12124,2024-01-05,Closed,Air human nation material key.,2024-02-16
CL22184,P17334,9897,2025-03-19,Rejected,Science sign hope behavior business.,
CL22185,P11844,857,2024-08-14,Closed,Plant section almost happy.,2024-10-04
CL22186,P14558,12210,2023-10-08,Open,Into bring color.,
CL22187,P12023,7428,2024-12-28,Rejected,Inside within without.,
CL22188,P12753,2965,2025-04-12,Open,Around seven head.,
CL22189,P13058,5462,2024-03-19,Rejected,Material family accept last thus.,
CL22190,P14669,5199,2023-03-09,Open,Worker step instead.,
CL22191,P16176,17638,2024-09-30,Rejected,Stand certain nature gas.,
CL22192,P11619,3725,2024-11-25,Rejected,Bar less age star manage.,
CL22193,P15329,2333,2024-08-10,Rejected,Letter color.,
CL22194,P12057,6637,2023-05-25,Open,Rise black myself director.,
CL22195,P12712,5687,2023-05-13,Closed,Discover report hair couple fish.,2024-10-01
CL22196,P15285,17685,2024-01-23,Rejected,Detail hour.,
CL22197,P11022,17601,2024-07-05,Rejected,Mouth consumer.,
CL22198,P10040,795,2023-05-30,Rejected,First hit management language.,
CL22199,P12757,12658,2024-08-12,Closed,Number actually which such maybe.,2023-06-19
CL22200,P12990,5504,2023-04-29,Closed,Ever not know.,2024-06-19
CL22201,P13970,2546,2024-04-08,Closed,Member first.,2023-06-25
CL22202,P12495,4565,2022-06-24,Rejected,List across star most buy.,
CL22203,P13005,18803,2024-07-09,Closed,Become industry heart site fast.,2024-05-22
CL22204,P11092,19618,2024-08-21,Rejected,Some bill help.,
CL22205,P16139,1777,2024-11-24,Rejected,Pretty win force hand.,
CL22206,P13413,10261,2025-03-02,Open,Take green my.,
CL22207,P11270,10920,2024-12-26,Open,Building player wish rather.,
CL22208,P17533,15521,2023-06-22,Rejected,Expect natural mention trouble.,
CL22209,P17639,4969,2023-01-16,Open,Sure you whole.,
CL22210,P17120,1655,2025-03-07,Closed,Suffer clearly position either area.,2024-02-20
CL22211,P15178,19695,2022-08-26,Closed,Follow feeling activity any.,2023-07-09
CL22212,P11568,17224,2022-07-14,Open,Very thousand.,
CL22213,P12885,8079,2024-05-09,Open,Receive tax bar.,
CL22214,P16437,12987,2024-10-18,Open,Degree interview road part.,
CL22215,P17488,3345,2025-03-26,Open,Wait foot popular officer.,
CL22216,P13291,8976,2023-12-26,Rejected,Training father people.,
CL22217,P11668,11227,2022-09-27,Open,East out west expect.,
CL22218,P12528,11278,2025-05-02,Rejected,Radio ball thought.,
CL22219,P12869,18930,2022-11-10,Closed,Rather service like.,2023-08-04
CL22220,P13575,19767,2024-09-28,Closed,Prove owner world citizen.,2023-08-21
CL22221,P14117,2358,2024-01-15,Closed,Choose education phone.,2025-06-02
CL22222,P12240,13418,2024-01-18,Closed,Current guess require.,2025-03-29
CL22223,P11380,10453,2024-11-13,Open,Third seven late force.,
CL22224,P13162,6830,2023-06-03,Rejected,Amount sit whether give.,
CL22225,P16739,11413,2024-05-03,Rejected,Focus everybody describe whether free.,
CL22226,P10677,5963,2025-01-07,Closed,Technology discussion itself.,2025-01-06
CL22227,P15639,7410,2024-03-17,Rejected,Start future close use.,
CL22228,P16002,19939,2025-01-09,Closed,Then poor.,2023-12-06
CL22229,P16370,9463,2023-02-21,Closed,Face region.,2023-07-15
CL22230,P11507,5108,2023-07-23,Closed,Choose short test perhaps.,2025-05-07
CL22231,P10325,14084,2024-02-07,Rejected,Left fear.,
CL22232,P14983,6809,2023-07-09,Closed,Language leave over.,2025-04-07
CL22233,P17669,1812,2025-04-20,Rejected,Federal nor of couple.,
CL22234,P10535,4739,2024-03-08,Open,Heavy people.,
CL22235,P16239,11939,2025-05-04,Open,Through party.,
CL22236,P17980,15746,2023-03-15,Rejected,Ability president approach new.,
CL22237,P13458,2027,2022-11-29,Closed,Effort politics green.,2024-12-25
CL22238,P13031,2413,2023-02-26,Open,Evening success can author energy.,
CL22239,P13034,4428,2022-07-19,Closed,War miss.,2025-02-27
CL22240,P17050,17221,2024-10-31,Rejected,Item agreement world week.,
CL22241,P11241,11896,2025-03-17,Closed,Recognize raise several.,2024-07-13
CL22242,P12054,19321,2024-08-11,Closed,Support bring remain.,2024-05-28
CL22243,P16992,7020,2025-05-26,Open,Money tough director fear indicate.,
CL22244,P10016,2162,2024-01-06,Rejected,Eat probably campaign wife challenge.,
CL22245,P13614,4940,2024-01-19,Open,Reduce until myself son.,
CL22246,P14683,617,2023-08-07,Rejected,Shoulder before.,
CL22247,P12443,5040,2025-01-02,Closed,Institution speech.,2023-07-08
CL22248,P14387,11814,2022-09-04,Closed,Decide be.,2024-01-05
CL22249,P16580,11089,2024-09-29,Open,Stage education station.,
CL22250,P16996,15305,2024-08-14,Closed,Full walk develop begin.,2024-11-19
CL22251,P16691,18678,2024-10-28,Rejected,Rest under trip else election.,
CL22252,P11108,6693,2022-11-22,Rejected,Choose exist lead child key.,
CL22253,P15324,18299,2023-02-08,Rejected,Remember world help.,
CL22254,P10966,1572,2023-04-04,Rejected,Want image road.,
CL22255,P15744,2261,2023-04-11,Closed,Beat spring wait.,2024-06-11
CL22256,P17634,14922,2023-03-23,Closed,Challenge apply.,2024-07-22
CL22257,P11847,18055,2023-04-06,Closed,Attack soon school act cell.,2024-03-21
CL22258,P16155,14142,2024-12-08,Open,Inside forget wall.,
CL22259,P12622,3382,2024-03-17,Open,Price now speech.,
CL22260,P17669,8614,2024-11-17,Rejected,Rather become until design.,
CL22261,P15765,1110,2025-03-12,Open,So study.,
CL22262,P14578,2618,2025-04-17,Closed,Glass finish reflect see small.,2024-01-07
CL22263,P14993,13502,2023-07-30,Open,Although along recognize opportunity.,
CL22264,P13855,16545,2023-01-03,Closed,Ready hour.,2023-06-29
CL22265,P13932,18526,2025-05-21,Rejected,Discover until song in blue.,
CL22266,P15607,4536,2022-08-03,Open,Smile trade relationship.,
CL22267,P11877,9044,2023-11-01,Rejected,Southern scientist alone sit leg.,
CL22268,P16243,4971,2022-08-15,Closed,Find example job campaign special.,2024-04-16
CL22269,P16586,10866,2023-05-27,Closed,Office help forward well.,2024-07-09
CL22270,P12583,19309,2023-05-20,Open,Population ability charge set.,
CL22271,P12312,5026,2023-01-06,Open,Draw space coach.,
CL22272,P10521,14183,2023-06-25,Rejected,Majority TV reduce institution.,
CL22273,P16731,14056,2024-09-16,Open,Compare condition glass step.,
CL22274,P14061,10784,2025-04-10,Rejected,Change shoulder report.,
CL22275,P16708,19808,2025-06-01,Closed,Down others.,2024-05-14
CL22276,P10719,11344,2023-12-14,Open,Buy east threat yourself.,
CL22277,P16677,12567,2023-04-22,Open,Say little cell.,
CL22278,P13456,19539,2023-07-26,Closed,Compare social but note tend.,2024-01-19
CL22279,P17611,16409,2023-12-17,Open,Probably with near chance.,
CL22280,P14027,6090,2022-11-30,Rejected,Chair number.,
CL22281,P13345,825,2023-03-16,Open,Factor former arrive art.,
CL22282,P12091,15038,2023-05-05,Open,Training add whose former teach.,
CL22283,P12666,10921,2022-08-11,Open,Red work activity.,
CL22284,P14094,4014,2023-03-19,Open,Nice western left next item.,
CL22285,P14312,13766,2023-03-17,Rejected,Sea concern that.,
CL22286,P12975,19633,2024-10-28,Open,To and head.,
CL22287,P15075,2129,2023-11-07,Closed,Energy table.,2025-01-20
CL22288,P10825,10914,2024-07-12,Open,Than meeting skill.,
CL22289,P13860,5503,2023-08-01,Open,Prevent between hotel.,
CL22290,P11991,15033,2024-08-20,Rejected,East hit require democratic.,
CL22291,P12773,10866,2023-01-20,Closed,Under must hear.,2023-11-06
CL22292,P14736,2159,2023-03-10,Open,Page compare common.,
CL22293,P10289,7116,2024-12-16,Rejected,Art pressure.,
CL22294,P16022,2087,2024-10-15,Closed,Range west development.,2023-12-04
CL22295,P16941,12605,2024-02-11,Closed,Between have common husband image.,2025-01-31
CL22296,P15827,18342,2023-02-02,Rejected,Senior way these.,
CL22297,P10078,17187,2025-06-12,Closed,Degree foreign tax surface study.,2025-03-01
CL22298,P14910,14728,2022-09-16,Rejected,Attorney majority foot upon.,
CL22299,P16933,8380,2022-12-29,Closed,Old argue.,2025-04-13
CL22300,P17216,11988,2025-04-30,Closed,Investment size.,2023-07-22
CL22301,P12048,11643,2022-08-22,Rejected,Join whose middle book.,
CL22302,P15542,9691,2024-11-11,Open,Strong red various car.,
CL22303,P10404,18737,2023-11-07,Open,Reveal participant.,
CL22304,P15702,15206,2025-02-06,Rejected,Very whatever say audience.,
CL22305,P13966,8017,2024-10-06,Open,Likely responsibility hope group run.,
CL22306,P15213,3436,2024-03-19,Rejected,Begin new may.,
CL22307,P11853,1389,2023-11-17,Closed,Keep story sign boy.,2025-05-27
CL22308,P11356,17590,2025-05-25,Closed,Type likely newspaper miss attack.,2025-02-05
CL22309,P17601,8788,2022-12-27,Open,Hold on.,
CL22310,P12888,1711,2022-12-02,Rejected,Produce fund determine.,
CL22311,P10581,15320,2023-01-21,Open,Free effort wish.,
CL22312,P12614,11927,2024-02-08,Open,Food task available.,
CL22313,P10136,11412,2025-01-06,Rejected,Myself position who.,
CL22314,P10198,3771,2025-04-04,Rejected,Avoid avoid feeling suggest.,
CL22315,P16464,2568,2024-05-26,Rejected,Whether sport go.,
CL22316,P10698,6356,2023-03-16,Closed,Sit season ok represent be.,2023-10-18
CL22317,P13362,5879,2024-08-06,Closed,Body collection.,2025-04-04
CL22318,P15392,13666,2025-01-05,Rejected,Produce west family several.,
CL22319,P10116,14656,2024-09-15,Open,Different watch order a.,
CL22320,P13968,8639,2025-02-15,Closed,Information note wide.,2024-11-30
CL22321,P11454,14944,2024-09-13,Open,Mention power.,
CL22322,P15102,8938,2024-12-22,Rejected,City war help.,
CL22323,P15748,12443,2023-09-11,Open,Capital parent away something.,
CL22324,P10472,18155,2025-05-17,Open,Walk sing somebody ahead.,
CL22325,P11094,10037,2024-05-16,Rejected,Magazine yeah live.,
CL22326,P17730,3501,2023-03-18,Open,Tough wide quite hundred.,
CL22327,P12641,6614,2025-06-12,Rejected,Industry military degree never.,
CL22328,P17295,6373,2022-07-29,Closed,Name deep catch dog.,2024-11-29
CL22329,P17075,14436,2022-11-08,Rejected,Short give call man.,
CL22330,P16650,2461,2024-07-29,Open,Change lay affect.,
CL22331,P15380,10702,2025-02-04,Open,Boy loss anyone sure become.,
CL22332,P11741,11044,2025-03-02,Closed,Make sell get.,2024-01-15
CL22333,P12700,6652,2023-05-09,Open,Put modern interest.,
CL22334,P11602,8336,2023-06-24,Rejected,Raise everything pattern story.,
CL22335,P11890,19694,2024-07-10,Open,That opportunity agent.,
CL22336,P16870,15462,2023-06-08,Open,Kid time national.,
CL22337,P11239,11727,2023-03-29,Closed,Town maintain population set poor.,2025-02-10
CL22338,P14765,5129,2023-12-06,Closed,Sea save this establish high.,2023-09-25
CL22339,P10836,8231,2024-02-05,Rejected,Understand very than.,
CL22340,P14275,18272,2023-07-15,Closed,Feel society former name.,2025-01-13
CL22341,P16704,19079,2023-01-21,Rejected,Story quickly whom.,
CL22342,P15112,8112,2024-08-28,Rejected,Identify sister rich onto.,
CL22343,P10833,15180,2022-11-11,Open,Fund item myself maybe.,
CL22344,P17310,2434,2025-04-12,Open,Small everybody less.,
CL22345,P16147,2347,2025-01-29,Open,Walk manager question either.,
CL22346,P11778,18821,2025-03-29,Closed,Others bar century.,2023-08-24
CL22347,P10393,9011,2024-08-04,Rejected,Protect produce.,
CL22348,P16513,8901,2024-02-26,Closed,Only whole industry understand entire.,2024-09-15
CL22349,P15251,7442,2025-03-22,Rejected,Sense today behavior expect manager.,
CL22350,P10296,11676,2023-05-17,Rejected,Hand but draw discover.,
CL22351,P10264,11685,2022-08-20,Open,Fund them just risk.,
CL22352,P10271,2908,2024-04-25,Closed,Exactly computer air sister sport.,2024-07-14
CL22353,P14821,8807,2025-03-12,Rejected,Institution fly.,
CL22354,P11020,16206,2024-06-08,Open,Middle start thousand.,
CL22355,P11789,2571,2023-09-07,Closed,Would quite believe.,2023-09-09
CL22356,P15253,18202,2022-12-06,Open,Mind stay purpose positive.,
CL22357,P10324,15022,2024-10-07,Rejected,Seek difficult only.,
CL22358,P16231,1803,2024-10-20,Open,Apply sure safe.,
CL22359,P12090,14058,2024-05-24,Open,Learn will.,
CL22360,P13744,3710,2023-07-15,Closed,Final be wife.,2023-08-30
CL22361,P13790,7664,2022-12-29,Rejected,Agree thing.,
CL22362,P17863,8899,2023-11-03,Rejected,Fear personal good really example.,
CL22363,P12165,14414,2022-10-04,Closed,Five middle she meeting.,2024-04-25
CL22364,P10650,9960,2024-09-24,Closed,Us film everyone successful.,2025-04-24
CL22365,P13475,1859,2023-05-13,Rejected,Level test suggest.,
CL22366,P11828,18767,2023-09-17,Closed,Safe maybe.,2025-03-31
CL22367,P14021,13151,2023-08-01,Rejected,Next present.,
CL22368,P14007,10412,2022-08-05,Rejected,Democrat own affect situation treatment.,
CL22369,P10865,16611,2023-04-30,Rejected,Yourself traditional process strong.,
CL22370,P16127,15597,2024-06-23,Closed,Might team teach.,2023-12-18
CL22371,P11321,889,2024-05-11,Rejected,State another.,
CL22372,P13732,8502,2022-11-13,Open,Choice series this head.,
CL22373,P14946,2704,2024-10-11,Open,This whatever suggest.,
CL22374,P14940,15521,2023-12-21,Closed,Score rule fear our.,2024-05-06
CL22375,P17716,8419,2022-10-07,Closed,Boy fast trip add.,2025-01-17
CL22376,P14033,2929,2023-08-28,Rejected,Still camera decade series.,
CL22377,P15442,5996,2023-08-10,Open,Production real one.,
CL22378,P10180,936,2025-06-06,Closed,Last whose east anyone.,2025-03-11
CL22379,P11315,4778,2023-12-10,Rejected,Fly week argue.,
CL22380,P15301,10865,2022-12-06,Rejected,Newspaper like piece.,
CL22381,P16322,15217,2024-05-09,Rejected,Note rule law explain discover.,
CL22382,P13490,12817,2022-09-12,Open,Drive move floor.,
CL22383,P17604,6131,2025-01-18,Closed,Various majority boy that discover.,2023-09-05
CL22384,P15538,1195,2024-09-09,Rejected,Picture hope political debate.,
CL22385,P17038,2975,2022-12-29,Open,Live minute lawyer none cultural.,
CL22386,P13771,19079,2023-02-27,Closed,Stand save.,2023-11-17
CL22387,P14322,15791,2023-05-24,Rejected,Successful card.,
CL22388,P15899,2086,2025-06-10,Closed,Play show.,2023-09-05
CL22389,P16651,12382,2023-08-20,Rejected,Analysis movement support end hospital.,
CL22390,P17016,10870,2023-09-11,Closed,Worry quite.,2025-02-24
CL22391,P17164,6331,2022-06-20,Closed,Everything laugh today role.,2024-09-02
CL22392,P11232,7864,2023-01-06,Open,Look network.,
CL22393,P10598,11534,2022-09-08,Open,Out large fill.,
CL22394,P14983,15462,2025-01-01,Open,Trade doctor rule.,
CL22395,P15026,8390,2022-12-01,Open,Former leave special.,
CL22396,P17869,17946,2022-08-30,Open,Race although whole.,
CL22397,P11878,16097,2024-03-19,Open,Age management participant take may.,
CL22398,P10272,4319,2025-02-27,Open,Responsibility go center always.,
CL22399,P13421,12185,2024-04-19,Closed,First argue like direction.,2023-12-31
CL22400,P16932,7303,2024-09-20,Rejected,Break standard girl building but.,
CL22401,P12206,12863,2023-08-07,Open,Sure raise shake up management.,
CL22402,P12715,2190,2022-10-26,Closed,Cut phone.,2024-07-16
CL22403,P16304,5302,2025-05-10,Open,Within allow impact throw.,
CL22404,P14157,5658,2023-10-19,Rejected,Pay society itself.,
CL22405,P10850,14997,2023-03-28,Open,International own authority social.,
CL22406,P17008,12290,2024-09-09,Rejected,Nor pay lead really guy.,
CL22407,P11402,2346,2024-04-27,Open,Thus tax.,
CL22408,P16430,12337,2024-03-12,Open,Beat light research beyond.,
CL22409,P15337,7645,2024-11-24,Closed,Recognize health.,2023-12-22
CL22410,P12411,6989,2024-10-31,Closed,Food couple.,2024-08-06
CL22411,P13897,15186,2023-12-15,Open,Home save then first.,
CL22412,P14317,19328,2023-01-12,Closed,Accept field can will.,2024-02-23
CL22413,P15886,1384,2025-05-05,Closed,All next.,2025-04-14
CL22414,P10746,8908,2025-02-13,Rejected,Wait hard successful.,
CL22415,P14113,6698,2024-08-31,Closed,Know read single just.,2023-12-10
CL22416,P16145,5835,2023-06-10,Open,Thought including huge.,
CL22417,P10855,10361,2024-05-21,Closed,Long few believe.,2024-05-30
CL22418,P12991,4425,2022-08-09,Closed,Cost during.,2024-03-21
CL22419,P17468,3087,2024-08-14,Rejected,Next friend think safe.,
CL22420,P12240,3878,2025-04-21,Open,Reason happen law.,
CL22421,P15427,6937,2024-09-07,Closed,Really life woman able they.,2024-12-23
CL22422,P13816,3666,2025-01-13,Closed,Between ask.,2024-01-18
CL22423,P14129,5975,2023-07-04,Open,If design performance call.,
CL22424,P13600,15692,2024-11-05,Open,Wall create single simple ready.,
CL22425,P14692,19116,2022-08-21,Closed,Little let dinner beautiful rate.,2023-08-02
CL22426,P17608,13500,2023-06-06,Closed,Turn lose face.,2025-02-28
CL22427,P11574,6605,2024-04-23,Rejected,Politics region.,
CL22428,P15577,11681,2024-04-29,Closed,Dog purpose western responsibility peace.,2023-09-28
CL22429,P11749,15080,2022-06-20,Closed,Admit participant fill figure specific.,2025-05-20
CL22430,P12875,853,2024-09-04,Rejected,Teach federal role appear.,
CL22431,P17959,2723,2025-06-03,Closed,Resource treat wall politics.,2024-08-24
CL22432,P13410,12685,2025-01-28,Closed,Hundred simply go ever against.,2024-01-08
CL22433,P15122,3472,2024-05-25,Rejected,Customer experience.,
CL22434,P16854,3034,2023-07-30,Rejected,Inside compare than.,
CL22435,P13942,12485,2024-08-12,Rejected,Kitchen allow visit pick player.,
CL22436,P15637,17219,2025-01-27,Closed,Concern rule investment.,2023-12-22
CL22437,P15563,5537,2024-05-08,Closed,Many woman cause Republican exactly.,2025-06-07
CL22438,P12303,18493,2024-02-04,Open,From chair must.,
CL22439,P17087,13633,2023-03-07,Closed,Management central something agency.,2023-12-31
CL22440,P11465,5918,2024-09-03,Closed,Oil collection audience son.,2024-12-21
CL22441,P14949,16541,2024-04-17,Rejected,Door degree.,
CL22442,P11423,13507,2025-04-21,Open,Bit building not.,
CL22443,P17506,4962,2022-08-28,Rejected,Any Mrs himself buy.,
CL22444,P17524,1389,2025-03-14,Open,Owner man section Democrat inside.,
CL22445,P12737,8146,2024-07-03,Closed,Huge nature fast when trade.,2023-10-06
CL22446,P10378,1110,2023-09-30,Open,Time interview oil skin training.,
CL22447,P11845,13290,2023-10-05,Closed,Any morning anyone.,2023-09-17
CL22448,P13925,18663,2024-07-01,Closed,Can rule increase.,2023-08-13
CL22449,P10121,13452,2024-03-23,Open,Rather voice.,
CL22450,P13339,9433,2025-05-24,Closed,Eye threat.,2024-10-21
CL22451,P11722,10271,2024-07-08,Closed,Make daughter television hour ten.,2023-09-03
CL22452,P17723,19851,2023-03-28,Open,Happen rock station.,
CL22453,P11767,11846,2024-12-30,Open,Safe member.,
CL22454,P17061,11141,2022-11-09,Open,Player time clear since.,
CL22455,P16273,1973,2022-06-19,Closed,College wife.,2023-06-21
CL22456,P11377,13771,2022-07-21,Open,Guy protect community room.,
CL22457,P14163,13849,2024-07-06,Closed,Wish evening guess move.,2024-03-20
CL22458,P15218,17122,2023-12-04,Rejected,Room forward feel.,
CL22459,P15869,9671,2025-05-12,Rejected,Million bill.,
CL22460,P17260,17707,2024-05-10,Rejected,Man go.,
CL22461,P10867,11087,2024-10-26,Rejected,Officer kid management quickly.,
CL22462,P17407,17006,2024-10-13,Open,Or decision.,
CL22463,P17428,10996,2024-01-13,Rejected,Response six major yes break.,
CL22464,P13324,14894,2024-12-09,Closed,Energy art then Congress this.,2024-08-07
CL22465,P10488,2831,2023-03-31,Closed,Lay together eight.,2025-02-13
CL22466,P11139,13057,2023-11-12,Open,Political current article.,
CL22467,P14768,802,2025-02-11,Open,Age network leave.,
CL22468,P11029,11497,2024-12-19,Open,Foot color piece edge.,
CL22469,P15959,11947,2022-07-11,Closed,Economy mother technology.,2024-08-12
CL22470,P16200,4666,2022-06-19,Closed,Week agree local.,2023-08-05
CL22471,P10127,16779,2024-05-03,Closed,New edge recognize simple.,2024-01-28
CL22472,P11843,6262,2024-11-11,Closed,Unit understand determine magazine.,2023-09-10
CL22473,P15278,11327,2024-11-01,Open,Project religious plan.,
CL22474,P11581,14677,2022-08-10,Rejected,Nothing with crime.,
CL22475,P13623,18428,2023-03-05,Rejected,High address different.,
CL22476,P13087,18264,2022-10-16,Open,Should film care.,
CL22477,P13121,14507,2023-09-07,Closed,Dog science cover.,2023-11-17
CL22478,P10170,9034,2023-05-31,Closed,Before either history kid.,2025-02-04
CL22479,P13680,6819,2024-11-27,Rejected,Local effect.,
CL22480,P17903,11974,2023-06-19,Open,Move audience.,
CL22481,P11154,8603,2024-10-18,Rejected,Sense health.,
CL22482,P12479,11631,2023-07-30,Rejected,Born baby avoid page.,
CL22483,P16960,8811,2022-06-30,Open,Race watch.,
CL22484,P11284,13625,2024-01-01,Rejected,As however either.,
CL22485,P14936,1374,2023-06-08,Open,Surface blood resource.,
CL22486,P13880,3344,2023-10-02,Closed,Floor Mrs parent federal military.,2024-09-13
CL22487,P14690,11069,2022-11-27,Open,Spend light step physical.,
CL22488,P13339,14651,2025-03-11,Open,Sister individual.,
CL22489,P11487,11419,2024-05-02,Rejected,Admit mean back.,
CL22490,P17954,8450,2023-12-19,Rejected,What when on three.,
CL22491,P11565,509,2025-02-10,Open,Talk join industry increase.,
CL22492,P14128,18360,2024-11-13,Rejected,No cold use standard attorney.,
CL22493,P14913,8922,2023-02-25,Open,Best perform either.,
CL22494,P11945,19886,2024-04-28,Closed,Ok run heavy.,2024-11-18
CL22495,P11794,12402,2023-11-11,Closed,Hot Democrat across.,2024-05-23
CL22496,P16805,16857,2024-05-14,Open,Range outside mean author.,
CL22497,P13264,12333,2023-03-31,Rejected,Rate phone.,
CL22498,P17387,19335,2022-09-23,Open,According star reason human.,
CL22499,P12500,3777,2024-06-29,Open,Off maybe any.,
CL22500,P17620,9682,2024-01-04,Rejected,Determine street education say.,
CL22501,P15070,7118,2023-03-23,Open,Become area onto letter.,
CL22502,P11962,11591,2024-08-02,Open,Body commercial write.,
CL22503,P17575,3319,2023-12-12,Rejected,Need practice though.,
CL22504,P13028,18280,2024-03-31,Closed,Available example activity whom.,2025-03-12
CL22505,P10945,13606,2025-02-21,Closed,Wife week.,2023-07-13
CL22506,P17486,3843,2023-02-28,Open,Position behavior.,
CL22507,P11515,14967,2025-01-06,Open,Prevent son.,
CL22508,P10302,19244,2023-01-20,Open,Quickly account as dark.,
CL22509,P10180,6066,2024-05-22,Rejected,Large trip writer.,
CL22510,P16099,17066,2023-11-18,Rejected,Leave raise wife project ok.,
CL22511,P12119,6946,2024-02-22,Open,Today three feel smile.,
CL22512,P12434,5507,2023-10-26,Rejected,Pay enter want any now.,
CL22513,P17534,1992,2022-12-26,Open,Tell if it response song.,
CL22514,P16960,1419,2025-06-16,Closed,Television late than question.,2024-07-15
CL22515,P16944,15896,2024-08-28,Closed,Need probably time.,2025-04-22
CL22516,P16029,6061,2023-08-15,Closed,Feeling daughter instead.,2023-11-19
CL22517,P11565,4815,2022-07-21,Closed,Perhaps significant stay election.,2024-06-20
CL22518,P13457,12105,2024-10-02,Rejected,Visit home some.,
CL22519,P10475,3513,2024-01-27,Closed,Onto meet Congress.,2023-11-05
CL22520,P17595,12273,2023-05-31,Rejected,Exactly animal answer side sit.,
CL22521,P14459,5703,2025-01-24,Rejected,Economic public.,
CL22522,P12312,15672,2024-02-13,Closed,Reality baby be near do.,2024-09-27
CL22523,P11339,2637,2022-10-15,Open,Commercial show as little.,
CL22524,P11969,1211,2022-12-18,Open,Center possible safe.,
CL22525,P17363,7371,2023-01-05,Closed,Politics pull.,2025-03-22
CL22526,P13614,1706,2023-11-30,Open,Wrong party store how.,
CL22527,P11817,2117,2025-06-09,Open,See room house.,
CL22528,P10934,17597,2022-08-20,Rejected,Occur see view fill.,
CL22529,P12312,5238,2022-12-13,Open,Reason one.,
CL22530,P11040,17150,2024-09-11,Closed,Trouble national.,2025-03-06
CL22531,P13288,18056,2023-09-25,Open,Ever respond you.,
CL22532,P13754,7709,2024-07-03,Rejected,Hour social including.,
CL22533,P16420,10889,2024-09-16,Closed,Goal happy.,2023-12-25
CL22534,P13349,11892,2024-02-06,Rejected,Person activity young age respond.,
CL22535,P11554,17801,2022-11-29,Closed,End before understand.,2025-03-07
CL22536,P14074,4027,2024-05-05,Rejected,Serious free.,
CL22537,P17236,8713,2025-06-08,Rejected,Trouble fund site end.,
CL22538,P16540,3932,2022-06-22,Open,Own response.,
CL22539,P17018,7678,2024-07-29,Closed,Knowledge begin.,2023-09-08
CL22540,P10344,9016,2023-10-06,Rejected,Long certain.,
CL22541,P15125,16459,2024-02-27,Open,Certainly manage.,
CL22542,P17549,9888,2024-03-25,Open,Design as.,
CL22543,P13905,7193,2023-03-13,Open,Worry nearly director.,
CL22544,P15479,14008,2025-02-24,Open,Daughter vote.,
CL22545,P15203,6423,2024-11-25,Rejected,Lose attack price issue down.,
CL22546,P13595,4566,2024-01-30,Closed,School range wear.,2025-05-25
CL22547,P12010,16753,2023-06-03,Open,Election later nation.,
CL22548,P15429,7279,2022-06-22,Closed,Method around year city.,2024-10-01
CL22549,P16311,17096,2025-01-03,Rejected,Would technology travel along difficult.,
CL22550,P16516,17375,2024-12-31,Open,College goal year into lay.,
CL22551,P17279,3198,2025-04-20,Open,Those own and.,
CL22552,P16845,6360,2023-01-25,Open,Opportunity social time wind leg.,
CL22553,P17443,10621,2023-06-24,Rejected,Source candidate hard.,
CL22554,P10021,8463,2025-04-17,Rejected,Color significant truth theory degree.,
CL22555,P12843,6632,2022-07-28,Open,Response walk.,
CL22556,P14419,13135,2024-03-27,Open,Low truth.,
CL22557,P10191,18986,2022-07-12,Rejected,Hard table people.,
CL22558,P16313,7106,2022-10-09,Open,Whole must chance defense treatment.,
CL22559,P17155,10451,2024-04-30,Rejected,Sure space policy use.,
CL22560,P12909,4353,2023-04-05,Open,Property building including almost process.,
CL22561,P17895,8274,2024-07-07,Rejected,Own against through either.,
CL22562,P15196,10942,2023-11-10,Rejected,Because moment.,
CL22563,P17095,12554,2023-01-07,Closed,Property central trial.,2024-04-22
CL22564,P16470,14290,2023-02-17,Rejected,Something summer should audience.,
CL22565,P11083,12169,2024-09-14,Rejected,Major involve memory run.,
